City_ID,City,Country,Lat,Lng,Cloudiness,Humidity,Max Temp,Wind Speed,Date
373,Gidole,ET,5.65,37.37,31,44,83.95,2.8,1572426110
374,Sabha,LY,27.03,14.43,19,33,75.61,10.22,1572426110
375,Bethanien,NA,-26.5,17.16,0,7,73.33,14.97,1572426110
376,Thiruvananthapuram,IN,8.48,76.92,90,88,78.8,9.17,1572426111
377,Chilca,PE,-13.22,-72.34,91,75,42.8,4.07,1572426111
378,Guymon,US,36.68,-101.48,90,68,28.4,16.11,1572426111
379,Harper,US,30.3,-99.24,90,93,51.01,3.36,1572426111
380,Porto Novo,BR,-23.68,-45.44,40,88,66.2,2.24,1572426111
381,Maues,BR,-3.38,-57.72,64,89,73.53,1.28,1572426111
382,Stephenville,CA,48.55,-58.59,75,93,35.6,3.36,1572426039
383,Bilibino,RU,68.06,166.44,91,72,3.43,2.73,1572426111
384,Kahului,US,20.89,-156.47,20,78,73.4,3.36,1572426033
385,Cravo Norte,CO,6.3,-70.2,55,90,74.64,4.25,1572426112
386,Lorengau,PG,-2.02,147.27,100,66,85.37,3.11,1572426112
387,Chulym,RU,55.09,80.97,95,76,36.7,2.33,1572426112
388,Hasaki,JP,35.73,140.83,75,82,64.4,8.05,1572426112
389,Chicama,PE,-7.84,-79.15,75,87,60.8,5.82,1572426113
390,Aquiraz,BR,-3.9,-38.39,40,69,79.0,11.41,1572426113
391,Gamba,CN,28.28,88.52,50,25,40.6,7.45,1572426113
392,Luganville,VU,-15.51,167.18,75,61,78.8,11.41,1572426113
393,Dolores,UY,-33.53,-58.22,100,95,62.01,23.0,1572426114
394,Pangnirtung,CA,66.15,-65.72,100,69,26.89,11.65,1572426114
395,Narsaq,GL,60.91,-46.05,84,57,32.0,2.24,1572426114
396,Alta Gracia,AR,-31.66,-64.43,20,82,59.0,8.05,1572426114
397,Itarema,BR,-2.92,-39.92,86,69,77.38,12.06,1572426114
398,Qasigiannguit,GL,68.82,-51.19,0,67,19.4,1.12,1572426114
399,Gat,SN,14.69,-16.54,0,34,78.8,11.41,1572426114
400,Halifax,CA,44.65,-63.58,5,93,41.0,8.05,1572426086
401,Huai Thalaeng,TH,15.0,102.65,20,55,87.01,9.17,1572426114
402,Banikoara,BJ,11.3,2.44,61,55,84.0,7.11,1572426114
403,Dzhebariki-Khaya,RU,62.22,135.8,100,80,20.1,2.84,1572426114
404,Muscat,OM,23.6,58.55,40,62,89.6,13.87,1572426087
405,Along,IN,28.17,94.8,2,55,78.48,3.38,1572426115
406,Waipawa,NZ,-39.94,176.59,0,77,55.0,5.99,1572426115
407,Gornopravdinsk,RU,60.06,69.92,18,78,25.12,7.63,1572426115
408,Sabang,PH,13.8,121.11,100,82,82.0,4.0,1572426115
409,Bonavista,CA,48.65,-53.11,100,88,39.99,1.99,1572426115
410,Tadine,NC,-21.55,167.88,85,71,67.84,16.84,1572426115
411,Jumla,NP,29.28,82.18,100,37,59.31,8.86,1572426115
412,Cayenne,GF,4.94,-52.33,20,94,71.6,2.53,1572426115
413,Geraldton,CA,49.72,-86.95,75,53,24.8,10.29,1572426115
414,Sistranda,NO,63.73,8.83,75,87,46.0,21.92,1572426116
415,Semnan,IR,35.58,53.39,15,59,64.4,2.24,1572426116
416,La Rochelle,FR,46.16,-1.15,90,100,55.4,8.05,1572426116
417,Mirnyy,RU,56.57,36.46,100,88,28.89,14.25,1572426116
418,Oxelosund,SE,58.67,17.1,84,80,33.8,6.93,1572426116
419,Lubango,AO,-14.92,13.49,20,77,69.8,6.93,1572426116
420,Tarko-Sale,RU,64.92,77.78,100,81,21.99,4.0,1572426116
421,Portland,US,43.66,-70.25,90,100,53.6,3.36,1572426065
422,La Asuncion,AR,-26.05,-65.39,55,94,59.02,0.67,1572426116
423,Grindavik,IS,63.84,-22.43,75,93,42.8,11.41,1572426116
424,Srednekolymsk,RU,67.46,153.71,100,95,8.74,6.42,1572426117
425,Sola,TZ,-3.17,33.8,99,59,74.23,3.65,1572426117
426,Williston,US,48.15,-103.62,1,73,21.2,14.99,1572425933
427,Raymondville,US,37.34,-91.83,90,100,37.0,10.29,1572426117
428,Bilma,NE,18.69,12.92,7,11,92.28,16.13,1572426118
429,Eureka,US,40.8,-124.16,1,42,44.6,14.99,1572426118
430,Taruma,BO,-18.12,-63.46,40,74,78.8,12.75,1572426118
431,Sarangani,PH,5.4,125.46,87,72,82.78,7.96,1572426118
432,Junin,PE,-16.45,-71.58,94,32,51.8,5.82,1572426119
433,Columbus,US,32.46,-84.99,75,100,70.0,6.11,1572425971
434,Palmer,AU,-34.85,139.16,63,4,93.2,10.29,1572426119
435,Teya,MX,21.05,-89.07,75,94,77.0,8.05,1572426119
436,Morondava,MG,-20.3,44.28,0,16,115.16,0.4,1572426119
437,Betong,MY,5.77,101.07,67,85,79.86,1.99,1572426119
438,Fairbanks,US,64.84,-147.72,75,95,35.01,3.04,1572425865
439,Mishan,CN,45.55,131.88,94,62,42.84,7.25,1572426119
440,Ustye,RU,58.76,27.79,79,71,33.19,8.95,1572426119
441,Ous,RU,60.91,61.52,0,64,25.97,7.49,1572426119
442,Agadez,NE,16.97,7.99,72,21,89.6,6.93,1572426120
443,Kirkwall,GB,58.98,-2.96,40,93,42.01,2.24,1572426120
444,Tiznit,MA,29.7,-9.73,0,36,71.82,1.5,1572426120
445,Bacolod,PH,10.68,122.95,79,83,79.81,7.23,1572426120
446,Kandalaksha,RU,67.15,32.41,0,85,21.99,7.99,1572426120
447,West Wendover,US,40.74,-114.07,1,57,19.4,4.7,1572426120
448,Ibb,YE,13.97,44.18,4,41,75.47,9.26,1572425936
449,Springdale,US,36.19,-94.13,90,86,42.8,11.41,1572425880
450,Floro,NO,61.6,5.03,75,86,42.01,4.7,1572426120
451,Ixtapa,MX,20.71,-105.21,5,94,75.99,4.7,1572426121
452,Tautira,PF,-17.73,-149.15,20,73,77.0,3.36,1572426121
453,Invergordon,GB,57.69,-4.17,40,100,35.01,2.24,1572426121
454,Kaduqli,SD,11.01,29.72,73,27,89.51,13.51,1572426121
455,Puerto Madero,AR,-34.61,-58.36,75,93,61.0,13.87,1572425823
456,Pochutla,MX,15.74,-96.47,99,89,73.99,5.5,1572426121
457,Mogadishu,SO,2.04,45.34,40,66,86.0,5.82,1572425863
458,Summerside,CA,46.39,-63.79,90,93,46.0,4.7,1572426121
459,Noyabrsk,RU,63.2,75.45,100,90,19.22,21.16,1572426121
460,Saint-Louis,SN,16.03,-16.5,0,47,75.2,4.7,1572426121
461,Altar,MX,30.72,-111.84,46,69,46.99,4.12,1572426122
462,Dunedin,NZ,-45.87,170.5,0,62,48.25,24.74,1572425887
463,Wewak,PG,-3.55,143.63,52,79,80.29,4.92,1572426122
464,Zima,RU,53.93,102.05,0,60,30.07,8.68,1572426122
465,Matagami,NG,9.67,8.4,46,62,80.38,2.48,1572426122
466,Segesd,HU,46.35,17.35,75,93,46.4,4.7,1572426122
467,Vilhena,BR,-12.74,-60.15,78,92,69.15,1.74,1572426122
468,Raudeberg,NO,61.99,5.14,75,86,42.01,4.7,1572426122
469,Canon City,US,39.46,-117.13,1,44,-4.01,3.49,1572426122
470,Coos Bay,US,43.37,-124.22,1,30,45.0,16.11,1572426123
471,Zhanaozen,KZ,43.35,52.85,14,48,65.07,6.38,1572426124
472,Balaguer,ES,41.79,0.81,75,100,59.0,3.36,1572426124
473,Lasa,CY,34.92,32.53,20,61,77.0,12.75,1572426126
474,Chara,GR,39.42,22.43,20,63,71.6,1.79,1572426126
475,Wilmington,US,39.75,-75.55,90,100,60.8,3.67,1572425929
476,Obo,CF,5.39,26.49,50,57,83.32,3.51,1572426126
477,Nayudupeta,IN,13.91,79.9,75,88,78.8,9.17,1572426126
478,Huarmey,PE,-10.07,-78.15,100,84,58.53,0.69,1572426126
479,Antofagasta,CL,-23.65,-70.4,90,72,59.0,3.36,1572426126
480,Zhigansk,RU,66.77,123.37,53,64,13.75,9.95,1572426126
481,Berlevag,NO,70.86,29.09,75,73,32.0,6.93,1572426126
482,Plasencia,ES,40.03,-6.09,79,81,62.01,1.86,1572426127
483,Igarka,RU,67.47,86.57,100,93,9.34,17.78,1572426127
484,Moba,CD,-7.04,29.77,52,72,76.86,11.97,1572426127
485,Karlivka,UA,49.46,35.11,0,43,42.76,15.99,1572426127
486,Wana,PK,32.31,69.59,32,28,62.65,13.78,1572426127
487,Sagua la Grande,CU,22.81,-80.07,20,88,73.4,16.87,1572426127
488,Ahuimanu,US,21.44,-157.84,20,88,77.0,0.87,1572426127
489,Skibbereen,IE,51.55,-9.27,75,93,50.0,24.16,1572426127
490,La Palma,CO,5.36,-74.39,95,96,65.39,2.98,1572426127
491,Kanye,BW,-24.98,25.34,0,20,80.56,7.34,1572426127
492,Shar,NG,7.3,8.73,95,78,82.76,2.21,1572426127
493,Port Shepstone,ZA,-30.74,30.45,79,62,68.07,8.97,1572426128
494,Lesnikovo,RU,55.28,65.32,47,55,34.9,4.9,1572426128
495,San Policarpo,PH,12.18,125.51,79,82,81.95,9.69,1572426128
496,Virginia Beach,US,36.85,-75.98,90,100,63.0,6.62,1572425900
497,Innisfail,AU,-17.52,146.03,90,82,72.45,4.14,1572426007
498,Upington,ZA,-28.46,21.24,0,15,68.0,4.7,1572426128
499,Borger,NL,52.92,6.79,0,80,42.01,5.82,1572426128
500,Wajir,KE,1.75,40.07,75,78,80.6,6.93,1572426128
501,Beihai,CN,38.95,121.19,0,36,66.99,6.71,1572426128
502,Oeiras,BR,-7.01,-42.13,95,48,74.8,3.4,1572426128
503,Brigantine,US,39.41,-74.36,90,100,63.0,3.36,1572426129
504,Magdalena,PH,14.2,121.43,75,70,86.0,4.7,1572426129
505,Ribnica,SI,45.74,14.73,90,81,53.6,1.12,1572426129
506,Aksarka,RU,66.56,67.8,100,95,18.55,8.61,1572426129
507,Rio Tinto,BR,-6.8,-35.08,20,94,68.0,3.36,1572426129
508,Hornepayne,CA,49.22,-84.78,34,65,26.11,4.7,1572426129
509,San Miguel,AR,-34.54,-58.72,90,87,61.0,12.75,1572426129
510,Moose Factory,CA,51.26,-80.61,20,84,32.0,9.17,1572426129
511,Wagar,US,31.44,-87.99,100,94,72.0,4.0,1572426129
512,Thunder Bay,CA,48.41,-89.26,5,67,26.01,4.7,1572426129
513,Mount Gambier,AU,-37.83,140.78,0,28,80.6,10.29,1572425883
514,Salalah,OM,17.01,54.1,100,49,85.98,11.86,1572426130
515,Nazas,MX,25.22,-104.11,2,65,57.42,2.51,1572426130
516,Nouadhibou,MR,20.93,-17.03,0,57,77.0,12.75,1572426130
517,Okha,RU,53.59,142.95,100,97,41.27,11.5,1572426130
518,Prince Rupert,CA,54.32,-130.32,90,100,44.6,5.82,1572426130
519,Almeirim,BR,-1.53,-52.58,39,90,74.7,3.71,1572426130
520,Lloydminster,CA,53.28,-110.01,1,78,8.6,8.05,1572426024
521,High Level,CA,58.52,-117.13,40,92,14.0,0.78,1572426130
522,Langsa,ID,4.47,97.97,38,74,84.63,5.46,1572426130
523,Half Moon Bay,US,37.46,-122.43,1,25,60.8,4.7,1572426130
524,Saint-Pierre,FR,48.95,4.24,90,87,46.4,11.41,1572426131
525,Kochetok,UA,49.87,36.73,75,60,39.2,13.42,1572426131
526,Emirdag,TR,39.02,31.15,0,58,55.4,5.82,1572426131
527,Labytnangi,RU,66.66,66.39,100,85,21.87,14.83,1572426131
528,Mariakani,KE,-3.87,39.47,75,79,84.2,8.05,1572426131
529,Kaoma,ZM,-14.8,24.8,67,21,96.51,5.7,1572426131
530,Bhatkal,IN,13.97,74.57,31,73,86.31,2.93,1572426131
531,Hokitika,NZ,-42.72,170.96,3,68,54.01,21.99,1572426131
532,Batouri,CM,4.44,14.36,100,72,79.41,3.87,1572426131
533,Saint Anthony,US,43.97,-111.68,1,77,3.99,1.83,1572426132
534,Great Falls,US,47.5,-111.29,1,71,14.0,14.99,1572426133
535,Emerald,AU,-23.53,148.16,90,64,75.2,17.22,1572426133
536,Bechyne,CZ,49.3,14.47,0,99,44.01,1.01,1572426133
537,Buala,SB,-8.15,159.59,100,79,81.36,6.15,1572426133
538,Guerrero Negro,MX,27.97,-114.04,100,76,61.72,8.5,1572426133
539,Krasnopillya,UA,50.77,35.26,75,56,37.04,16.71,1572426133
540,Birin,NP,26.89,88.07,40,48,86.0,3.36,1572426133
541,Esil,KZ,51.96,66.41,100,49,53.91,10.42,1572426133
542,Santa Maria del Oro,MX,25.95,-105.37,3,51,48.63,4.5,1572426133
543,Wanaka,NZ,-44.7,169.14,9,88,31.08,4.92,1572426134
544,Ajaigarh,IN,24.9,80.27,89,36,87.21,6.04,1572426134
545,Lamu,CN,35.77,102.37,98,30,40.35,4.92,1572426134
546,Wattegama,LK,7.35,80.68,100,85,77.88,1.25,1572426134
547,Jucuaran,SV,13.25,-88.25,69,80,79.66,6.82,1572426134
548,Svobodnyy,RU,53.85,40.53,99,68,35.01,4.0,1572426134
549,Kem,UG,2.68,33.77,21,39,85.12,13.11,1572426134
550,Kawalu,ID,-7.38,108.21,40,65,78.08,8.43,1572426134
551,Aklavik,CA,68.22,-135.01,5,74,37.4,6.93,1572426135
552,Puerto Baquerizo Moreno,EC,-0.9,-89.6,80,87,69.31,15.01,1572426135
553,Port-Gentil,GA,-0.72,8.78,75,79,84.2,9.17,1572426135
554,Chimbote,PE,-9.08,-78.59,100,83,59.67,3.24,1572426135
555,Bubaque,GW,11.28,-15.83,0,67,81.09,10.07,1572426136
556,Rakitnoye,RU,50.83,35.83,40,59,35.6,17.9,1572426136
557,La Ronge,CA,55.1,-105.3,5,78,12.2,8.05,1572426136
558,Letlhakane,BW,-21.42,25.59,70,31,88.86,10.89,1572426136
559,Guanica,PR,17.97,-66.91,100,89,75.0,3.09,1572426136
560,Comodoro Rivadavia,AR,-45.87,-67.48,0,70,46.4,10.29,1572426136
561,Alta Floresta,BR,-9.87,-56.08,19,98,69.26,2.42,1572426137
562,Dubbo,AU,-32.25,148.6,40,24,78.8,9.17,1572426137
563,Manono,CD,-7.3,27.4,100,82,77.74,3.47,1572426137
564,Port Lincoln,AU,-34.72,135.86,29,32,75.72,4.88,1572426137
